"Parasite.species","Host.no","Stage","hosts","hs","var.hs","stage2","maxLCL","abs_diff","rel_diff"
"Philometra kotlani",1,"1larv",1,1,NA,"larva",2,NA,NA
"Philometra kotlani",2,"adult",1,1,NA,"adult",2,NA,NA
"Philometra obturans",1,"1larv",5,1.9,0.09,"larva",3,-0.000105816959626418,-0.394155399485201
"Philometra obturans",2,"2larv",4,3.33333333333333,0.888888888888889,"larva",3,NA,NA
"Philometra obturans",3,"adult",1,1,NA,"adult",3,NA,NA
"Philometra ovata",1,"1larv",5,1.9,0.09,"larva",2,-9.8876837842942e-05,-0.339099274492551
"Philometra ovata",2,"adult",4,2,0,"adult",2,86.1031072705202,6.01299345106999
"Philometra overstreeti",1,"1larv",1,1,NA,"larva",3,NA,NA
"Philometra overstreeti",2,"2larv",2,4,0,"larva",3,NA,NA
"Philometra overstreeti",3,"adult",1,1,NA,"adult",3,NA,NA
"Philometra rischta",1,"1larv",3,2,0,"larva",2,NA,NA
"Philometra rischta",2,"adult",3,2,0,"adult",2,NA,NA
"Philometroides cyprini",1,"1larv",7,1.9047619047619,0.0861678004535147,"larva",2,NA,NA
"Philometroides cyprini",2,"adult",1,1,NA,"adult",2,NA,NA
"Philometroides huronensis",1,"1larv",2,1,0,"larva",2,-3.97886636567964e-05,-0.177653257196436
"Philometroides huronensis",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,31.4438031461138,5.60141604821037
"Philometroides moraveci",1,"1larv",1,1,NA,"larva",2,NA,NA
"Philometroides moraveci",2,"adult",1,1,NA,"adult",2,NA,NA
"Philometroides nodulosa",1,"1larv",3,1,0,"larva",2,NA,NA
"Philometroides nodulosa",2,"adult",1,1,NA,"adult",2,NA,NA
"Philometroides sanguinea",1,"1larv",7,2.38095238095238,1.18820861678005,"larva",2,NA,NA
"Philometroides sanguinea",2,"adult",2,1,0,"adult",2,NA,NA
"Philonema agubernaculum",1,"1larv",1,1,NA,"larva",2,NA,NA
"Philonema agubernaculum",2,"adult",4,3,1,"adult",2,NA,NA
"Philonema oncorhynchi",1,"1larv",1,1,NA,"larva",2,-0.00010879294518677,-0.25473718456935
"Philonema oncorhynchi",2,"adult",3,1,0,"adult",2,233.064101741738,6.23275949216438
"Philonema sibirica",1,"1larv",3,3.33333333333333,0.888888888888889,"larva",2,-0.000119394322952497,-0.292305153054748
"Philonema sibirica",2,"adult",2,2,0,"adult",2,172.268171446494,6.14159311582916
"Physaloptera hispida",1,"1larv",3,4,0,"larva",2,0.00712230470495342,1.03967270476395
"Physaloptera hispida",2,"adult",2,3,0,"adult",2,137.588324619967,4.24442071296116
"Physaloptera maxillaris",1,"1larv",2,4,0,"larva",2,0.0107057351381343,1.12470136495106
"Physaloptera maxillaris",2,"adult",1,1,NA,"adult",2,19.8827748263707,3.23523572074306
"Physaloptera praeputialis",1,"1larv",6,3.1,0.69,"larva",3,NA,NA
"Physaloptera praeputialis",2,"2larv",2,5,0,"larva",3,NA,NA
"Physaloptera praeputialis",3,"adult",2,2,0,"adult",3,NA,NA
"Physaloptera rara",1,"1larv",4,3.83333333333333,0.138888888888889,"larva",3,0.0570295773684154,1.78969589442863
"Physaloptera rara",2,"2larv",1,1,NA,"larva",3,NA,NA
"Physaloptera rara",3,"adult",5,2.7,0.41,"adult",3,NA,NA
"Physocephalus dromedarii",1,"1larv",9,1.85714285714286,0.122448979591837,"larva",3,0.00690288922432226,1.35965507986914
"Physocephalus dromedarii",2,"2larv",6,4.6,0.64,"larva",3,-0.000139672277225459,-0.00848594234529587
"Physocephalus dromedarii",3,"adult",1,1,NA,"adult",3,4.53374318179384,2.80718988416784
"Physocephalus sexalatus",1,"1larv",27,2.41230769230769,0.888463905325444,"larva",3,0.00462149860448343,3.15318678492351
"Physocephalus sexalatus",2,"2larv",17,4.45588235294118,0.512759515570934,"larva",3,NA,NA
"Physocephalus sexalatus",3,"adult",4,3.5,0.25,"adult",3,NA,NA
"Placoconus lotoris",1,"adult",2,3,0,"adult",1,0.372913334308008,3.15819011306643
"Plagiorhynchus cylindraceus",1,"1larv",5,2.6,0.64,"larva",2,0.495925742549888,2.77259772876829
"Plagiorhynchus cylindraceus",2,"adult",8,2.78571428571429,0.239795918367347,"adult",2,45.9799324498299,1.97108484290051
"Platyscolex ciliata",1,"1larv",2,2,0,"larva",2,0.029335302081303,2.15255936555923
"Platyscolex ciliata",2,"adult",7,1.6,0.24,"adult",2,NA,NA
"Pneumostrongylus calcaratus",1,"1larv",1,1,NA,"larva",2,0.00147587911526175,1.27264966277582
"Pneumostrongylus calcaratus",2,"adult",1,1,NA,"adult",2,NA,NA
"Polymorphus cincli",1,"1larv",1,1,NA,"larva",2,NA,NA
"Polymorphus cincli",2,"adult",1,1,NA,"adult",2,NA,NA
"Polymorphus contortus",1,"1larv",2,3,0,"larva",2,0.157716197890923,2.18866856866599
"Polymorphus contortus",2,"adult",5,2.5,1.65,"adult",2,NA,NA
"Polymorphus marilis",1,"1larv",2,1,0,"larva",2,0.253877102704898,2.43912413727501
"Polymorphus marilis",2,"adult",5,2.7,1.21,"adult",2,25.9873120263601,2.01279242736541
"Polymorphus minutus",1,"1larv",5,1.6,0.24,"larva",2,0.196848268683119,2.44189142693531
"Polymorphus minutus",2,"adult",2,2,0,"adult",2,NA,NA
"Polymorphus paradoxus",1,"1larv",1,1,NA,"larva",2,0.576914456543045,3.14642058838846
"Polymorphus paradoxus",2,"adult",4,4.5,0.583333333333333,"adult",2,35.5055831300018,1.79588001734408
"Polymorphus trochus",1,"1larv",1,1,NA,"larva",2,0.277141224623261,2.55271186970135
"Polymorphus trochus",2,"adult",1,1,NA,"adult",2,NA,NA
"Polyonchobothrium clarias",1,"1larv",1,1,NA,"larva",3,NA,NA
"Polyonchobothrium clarias",2,"2larv",2,4,0,"larva",3,NA,NA
"Polyonchobothrium clarias",3,"adult",1,1,NA,"adult",3,NA,NA
"Polyonchobothrium ophiocephalina",1,"1larv",2,2,0,"larva",2,NA,NA
"Polyonchobothrium ophiocephalina",2,"adult",2,1,NA,"adult",2,NA,NA
"Pomphorhynchus bulbocolli",1,"1larv",2,3,0,"larva",2,0.483398388421891,3.07520400420209
"Pomphorhynchus bulbocolli",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2,17.5552197482598,1.57154246732402
"Pomphorhynchus laevis",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",4,0.36196006365992,2.60844883253141
"Pomphorhynchus laevis",2,"2larv",6,2.33333333333333,0.222222222222222,"larva",4,NA,NA
"Pomphorhynchus laevis",3,"adult",6,3.4,1.04,"adult",4,NA,NA
"Pomphorhynchus laevis",4,"adult",2,2,0,"adult",4,NA,NA
"Porrocaecum angusticolle",1,"1larv",1,NA,NA,"larva",3,NA,NA
"Porrocaecum angusticolle",2,"2larv",3,2.66666666666667,0.222222222222222,"larva",3,NA,NA
"Porrocaecum angusticolle",3,"adult",7,1.95238095238095,0.0453514739229025,"adult",3,55.6747344936924,2.0670394490041
"Porrocaecum crassum",1,"1larv",16,NA,NA,"larva",2,NA,NA
"Porrocaecum crassum",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,199.867731922301,2.37708198332146
"Porrocaecum ensicaudatum",1,"1larv",6,2.2,0.426666666666667,"larva",2,0.0487133102134768,2.34194043122625
"Porrocaecum ensicaudatum",2,"adult",9,3.08333333333333,0.409722222222222,"adult",2,74.4512697156282,3.18252906048757
"Porrocaecum semiteres",1,"1larv",4,NA,NA,"larva",2,0.0485812743740478,1.03641194385332
"Porrocaecum semiteres",2,"adult",4,3.33333333333333,0.555555555555556,"adult",2,46.2368142039173,2.93712732067658
"Procamallanus fukiensis",1,"1larv",3,2,0,"larva",2,NA,NA
"Procamallanus fukiensis",2,"adult",1,1,NA,"adult",2,NA,NA
"Procamallanus laeviconchus",1,"1larv",1,1,NA,"larva",3,0.00074526756683274,0.770060162810809
"Procamallanus laeviconchus",2,"2larv",1,1,NA,"larva",3,0.00146287324345351,0.419887056025354
"Procamallanus laeviconchus",3,"adult",5,2.4,0.84,"adult",3,0.613944116010861,2.41677848162013
"Procamallanus neocaballeroi",1,"1larv",1,1,NA,"larva",2,0.000268334384847484,0.160039950437183
"Procamallanus neocaballeroi",2,"adult",1,1,NA,"adult",2,2.01717916661489,3.36513419981393
"Procamallanus rebecae",1,"1larv",1,1,NA,"larva",3,0.00112820278473112,0.744490879490881
"Procamallanus rebecae",2,"2larv",1,1,NA,"larva",3,0.0267555268298597,1.31056836628931
"Procamallanus rebecae",3,"adult",5,1.4,0.24,"adult",3,2.818162983617,2.00508620000603
"Procamallanus saccobranchi",1,"1larv",2,1,0,"larva",2,0.000830859414376768,0.815599103107302
"Procamallanus saccobranchi",2,"adult",1,1,NA,"adult",2,NA,NA
"Procamallanus spiculogubernaculus",1,"1larv",2,1,0,"larva",2,0.00122363585779459,0.915165671916902
"Procamallanus spiculogubernaculus",2,"adult",1,1,NA,"adult",2,0.0309882408523581,1.36634714168328
"Prochristianella hispida",1,"1larv",2,3,0,"larva",3,0.000719487549525134,0.650307523131937
"Prochristianella hispida",2,"2larv",5,1.8,0.96,"larva",3,1.35537316733534,3.16535443038602
"Prochristianella hispida",3,"adult",4,1,0,"adult",3,NA,NA
"Procyrnea zorillae",1,"1larv",2,NA,NA,"larva",3,0.0240732689514254,1.54901204657807
"Procyrnea zorillae",2,"2larv",9,3.36111111111111,0.841820987654321,"larva",3,1.03683393078605,1.63198413723072
"Procyrnea zorillae",3,"adult",1,1,NA,"adult",3,2.95259443954983,0.577635391996544
"Profilicollis altmani",1,"1larv",2,1,0,"larva",2,0.684484033152832,3.37272561906871
"Profilicollis altmani",2,"adult",15,3.17142857142857,1.09442176870748,"adult",2,40.5758565031029,1.77998840048204
"Profilicollis botulus",1,"1larv",2,3,0,"larva",2,1.72171610327731,2.89690945214768
"Profilicollis botulus",2,"adult",6,1.8,0.16,"adult",2,NA,NA
"Profilicollis chasmagnathi",1,"1larv",2,2,0,"larva",2,NA,NA
"Profilicollis chasmagnathi",2,"adult",5,3.7,0.81,"adult",2,NA,NA
"Profilicollis novaezelandensis",1,"1larv",4,2.33333333333333,0.555555555555556,"larva",2,1.43958394782232,3.4316065924172
"Profilicollis novaezelandensis",2,"adult",4,2.66666666666667,0.555555555555556,"adult",2,64.1651733099394,1.65854107676686
"Proleptus niedmanni",1,"1larv",1,1,NA,"larva",2,NA,NA
"Proleptus niedmanni",2,"adult",1,1,NA,"adult",2,NA,NA
"Proleptus obtusus",1,"1larv",3,3,0,"larva",2,NA,NA
"Proleptus obtusus",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Prosthenorchis elegans",1,"1larv",5,3.5,0.583333333333333,"larva",2,NA,NA
"Prosthenorchis elegans",2,"adult",8,2,0.5,"adult",2,NA,NA
"Protenema longispicula",1,"1larv",1,1,NA,"larva",2,8.53225148788452e-05,0.203488740565283
"Protenema longispicula",2,"adult",1,1,NA,"adult",2,5.9868621199521,4.41912930774198
"Proteocephalus ambiguus",1,"1larv",3,3.33333333333333,0.888888888888889,"larva",2,NA,NA
"Proteocephalus ambiguus",2,"adult",1,1,NA,"adult",2,NA,NA
"Proteocephalus ambloplitis",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",4,NA,NA
"Proteocephalus ambloplitis",2,"2larv",12,2.97777777777778,1.26617283950617,"larva",4,NA,NA
"Proteocephalus ambloplitis",3,"adult",3,1.66666666666667,0.222222222222222,"adult",4,NA,NA
"Proteocephalus ambloplitis",4,"adult",1,1,NA,"adult",4,NA,NA
"Proteocephalus cernuae",1,"1larv",1,1,NA,"larva",2,0.00396466399323763,1.1003681055967
"Proteocephalus cernuae",2,"adult",1,1,NA,"adult",2,NA,NA
"Proteocephalus filicollis",1,"1larv",2,2,0,"larva",3,NA,NA
"Proteocephalus filicollis",2,"2larv",1,1,NA,"larva",3,1.49676023651753,2.73508039887017
"Proteocephalus filicollis",3,"adult",1,1,NA,"adult",3,NA,NA
"Proteocephalus fluviatilis",1,"1larv",4,1.5,0.25,"larva",3,0.000926253922208746,0.844680539050132
"Proteocephalus fluviatilis",2,"adult",4,1.83333333333333,0.138888888888889,"adult",3,NA,NA
"Proteocephalus fluviatilis",3,"adult",2,1,0,"adult",3,NA,NA
"Proteocephalus longicollis",1,"1larv",13,2.64102564102564,1.30703484549638,"larva",4,0.00670465205054567,1.2010147166956
"Proteocephalus longicollis",2,"2larv",2,2,0,"larva",4,0.0430433872679382,0.846077434928197
"Proteocephalus longicollis",3,"adult",13,2,0.923076923076923,"adult",4,NA,NA
"Proteocephalus longicollis",4,"adult",5,1.7,0.21,"adult",4,NA,NA
"Proteocephalus macrocephalus",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2,0.0901350748494411,2.50073274795443
"Proteocephalus macrocephalus",2,"adult",2,1,0,"adult",2,NA,NA
"Proteocephalus osculatus",1,"1larv",1,1,NA,"larva",2,NA,NA
"Proteocephalus osculatus",2,"adult",1,1,NA,"adult",2,NA,NA
"Proteocephalus pearsei",1,"1larv",2,4,0,"larva",2,NA,NA
"Proteocephalus pearsei",2,"adult",3,3,2,"adult",2,NA,NA
"Proteocephalus percae",1,"1larv",7,2.47619047619048,1.01133786848073,"larva",4,0.0108375778334287,1.57090515381607
"Proteocephalus percae",2,"2larv",4,1.66666666666667,0.222222222222222,"larva",4,0.0657682786257118,0.839197869618626
"Proteocephalus percae",3,"adult",2,2,0,"adult",4,NA,NA
"Proteocephalus percae",4,"adult",1,1,NA,"adult",4,NA,NA
"Proteocephalus thymalli",1,"1larv",3,3,2,"larva",2,NA,NA
"Proteocephalus thymalli",2,"adult",1,1,NA,"adult",2,NA,NA
"Proteocephalus torulosus",1,"1larv",4,3.5,0.583333333333333,"larva",3,0.00125745965605633,0.642477792384442
"Proteocephalus torulosus",2,"2larv",1,1,NA,"larva",3,NA,NA
"Proteocephalus torulosus",3,"adult",7,1.9047619047619,0.0861678004535147,"adult",3,NA,NA
"Protospirura muricola",1,"1larv",5,3.66666666666667,0.222222222222222,"larva",2,0.0108880339720103,0.998449469835278
"Protospirura muricola",2,"adult",38,2.93172119487909,0.723645259394305,"adult",2,54.8982664320895,3.65677478149868
"Protospirura numidica",1,"1larv",8,3.57142857142857,0.744897959183674,"larva",2,0.0257198720693035,1.42889481981795
"Protospirura numidica",2,"adult",14,2.72527472527473,0.814635913537012,"adult",2,14.7698277659586,2.74340579186903
"Protostrongylus boughtoni",1,"1larv",5,2.8,0.36,"larva",2,0.000184543165480203,0.576512662274579
"Protostrongylus boughtoni",2,"adult",2,2,0,"adult",2,1.53863839691493,3.78730972583136
"Protostrongylus cuniculorum",1,"1larv",1,1,NA,"larva",2,0.000944750198400573,0.771597447497188
"Protostrongylus cuniculorum",2,"adult",1,1,NA,"adult",2,NA,NA
"Protostrongylus davtiani",1,"1larv",4,1,NA,"larva",2,NA,NA
"Protostrongylus davtiani",2,"adult",4,1.5,0.25,"adult",2,NA,NA
"Protostrongylus hobmaieri",1,"1larv",11,2.63636363636364,0.59504132231405,"larva",2,NA,NA
"Protostrongylus hobmaieri",2,"adult",5,1.8,0.16,"adult",2,NA,NA
"Protostrongylus oryctolagi",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",2,NA,NA
"Protostrongylus oryctolagi",2,"adult",2,2,0,"adult",2,NA,NA
"Protostrongylus pulmonalis/kamenskyi",1,"1larv",5,3,0,"larva",2,NA,NA
"Protostrongylus pulmonalis/kamenskyi",2,"adult",2,1,0,"adult",2,NA,NA
"Protostrongylus rufescens",1,"1larv",11,2.83636363636364,0.282314049586777,"larva",2,0.000927820793726385,0.920950894467505
"Protostrongylus rufescens",2,"adult",2,2,0,"adult",2,1.98513911734161,3.27505812456824
"Protostrongylus skrjabini",1,"1larv",2,1,NA,"larva",2,NA,NA
"Protostrongylus skrjabini",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Protostrongylus stilesi/rushi",1,"1larv",15,2.80952380952381,0.268480725623583,"larva",2,NA,NA
"Protostrongylus stilesi/rushi",2,"adult",2,2,0,"adult",2,NA,NA
"Protostrongylus tauricus",1,"1larv",6,2.46666666666667,0.782222222222222,"larva",2,0.000832497872755339,0.751283566418407
"Protostrongylus tauricus",2,"adult",1,1,NA,"adult",2,1.9039713320436,3.27474786617901
"Pseudalius inflexus",1,"1larv",2,1,NA,"larva",2,6.28005156850763e-05,0.451171254180957
"Pseudalius inflexus",2,"adult",1,1,NA,"adult",2,147.549451339949,6.18130279602693
"Pseudanoplocephala crawfordi",1,"1larv",5,2.6,0.44,"larva",2,0.110665271576456,1.91966132152553
"Pseudanoplocephala crawfordi",2,"adult",2,4,0,"adult",2,NA,NA
"Pseudhymenolepis redonica",1,"1larv",2,5,0,"larva",2,0.0242719775665582,2.01810636580146
"Pseudhymenolepis redonica",2,"adult",2,1,0,"adult",2,NA,NA
"Pseudocapillaria tomentosa",1,"1larv",1,1,NA,"larva",2,NA,NA
"Pseudocapillaria tomentosa",2,"adult",24,2.68478260869565,0.853536546943919,"adult",2,NA,NA
"Pseudocorynosoma constrictum",1,"1larv",1,1,NA,"larva",2,0.136526840309659,2.4343100670634
"Pseudocorynosoma constrictum",2,"adult",10,1.8,0.16,"adult",2,4.50375591697955,1.52977301378245
"Pseudodelphis oligocotti",1,"1larv",1,1,NA,"larva",2,0.000351434419273455,0.289807291555233
"Pseudodelphis oligocotti",2,"adult",7,3.28571428571429,0.775510204081633,"adult",2,NA,NA
"Pseudophysaloptera vincenti",1,"1larv",1,1,NA,"larva",2,NA,NA
"Pseudophysaloptera vincenti",2,"adult",1,1,NA,"adult",2,NA,NA
"Pseudoproleptus sp.",1,"1larv",1,1,NA,"larva",2,NA,NA
"Pseudoproleptus sp.",2,"adult",1,1,NA,"adult",2,NA,NA
"Pseudoterranova decipiens [A-D]",1,"1larv",16,3.86363636363636,1.14807162534435,"larva",5,0.000140106485254592,0.622666553388426
"Pseudoterranova decipiens [A-D]",2,"2larv",20,4.11428571428571,1.70122448979592,"larva",5,NA,NA
"Pseudoterranova decipiens [A-D]",3,"3larv",23,3.74308300395257,0.404349388367261,"larva",5,NA,NA
"Pseudoterranova decipiens [A-D]",4,"4larv",6,3.73333333333333,0.328888888888889,"larva",5,NA,NA
"Pseudoterranova decipiens [A-D]",5,"adult",4,2,0,"adult",5,127.026752580671,0.91402076123243
"Pterygodermatites affinis",1,"1larv",2,1,NA,"larva",3,0.000911609634413974,0.370842629950497
"Pterygodermatites affinis",2,"2larv",2,5,0,"larva",3,-2.67303490853162e-05,-0.00737498774691447
"Pterygodermatites affinis",3,"adult",6,2.4,0.64,"adult",3,1.71522283408324,3.04138062681512
"Pterygodermatites coloradensis",1,"1larv",13,3.48484848484848,0.704315886134068,"larva",2,0.000763545254716555,0.275701898887689
"Pterygodermatites coloradensis",2,"adult",4,2.33333333333333,0.888888888888889,"adult",2,2.37752446780716,3.16565966918407
"Pterygodermatites desportesi",1,"1larv",2,1,NA,"larva",2,NA,NA
"Pterygodermatites desportesi",2,"adult",1,1,NA,"adult",2,NA,NA
"Pterygodermatites hispanica",1,"1larv",1,1,NA,"larva",2,-5.96462781210557e-05,-0.0220600064638785
"Pterygodermatites hispanica",2,"adult",1,1,NA,"adult",2,47.96739175793,4.62227113416999
"Pterygodermatites nycticebi",1,"1larv",1,1,NA,"larva",2,NA,NA
"Pterygodermatites nycticebi",2,"adult",4,2.66666666666667,0.555555555555556,"adult",2,NA,NA
"Pterygodermatites peromysci",1,"1larv",3,1,0,"larva",2,NA,NA
"Pterygodermatites peromysci",2,"adult",1,1,NA,"adult",2,NA,NA
"Pterygodermatites taterilli",1,"1larv",2,2,0,"larva",2,-0.000420521811637079,-0.173347066417691
"Pterygodermatites taterilli",2,"adult",1,1,NA,"adult",2,NA,NA
"Pterygodermatites zygodontomis",1,"1larv",2,4,0,"larva",2,0.00240894706683387,0.702185932394056
"Pterygodermatites zygodontomis",2,"adult",1,1,NA,"adult",2,17.4744596898519,3.76454145402322
"Ptilotolepis raymondi",1,"1larv",2,1,NA,"larva",2,0.113889488116835,2.84035398883282
"Ptilotolepis raymondi",2,"adult",1,1,NA,"adult",2,NA,NA
"Quadriplotriaena hypsokysta",1,"1larv",1,1,NA,"larva",2,0.00061987434854413,0.240218156677994
"Quadriplotriaena hypsokysta",2,"adult",2,1,0,"adult",2,147.296510747166,5.00412774508985
"Raillietina australis",1,"1larv",1,1,NA,"larva",2,0.057337835839198,2.84031524181544
"Raillietina australis",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina beveridgei",1,"1larv",1,1,NA,"larva",2,0.0513755118617051,2.63331304513531
"Raillietina beveridgei",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina bonini",1,"1larv",7,2.73333333333333,0.195555555555556,"larva",2,NA,NA
"Raillietina bonini",2,"adult",2,1,0,"adult",2,NA,NA
"Raillietina cesticillus",1,"1larv",23,2.36029411764706,0.348129325259516,"larva",2,0.0584330543358008,1.76184521721564
"Raillietina cesticillus",2,"adult",3,3.66666666666667,0.222222222222222,"adult",2,NA,NA
"Raillietina chiltoni",1,"1larv",1,1,NA,"larva",2,0.03757439061473,2.30610718325371
"Raillietina chiltoni",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina dromaius",1,"1larv",1,1,NA,"larva",2,0.124638604460725,2.90443902795834
"Raillietina dromaius",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina echinobothrida",1,"1larv",4,2,0,"larva",2,0.05011027469038,2.61784771121617
"Raillietina echinobothrida",2,"adult",2,4,0,"adult",2,NA,NA
"Raillietina georgiensis",1,"1larv",1,1,NA,"larva",2,0.0377054212083235,2.28393358550151
"Raillietina georgiensis",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina loeweni",1,"1larv",2,1,0,"larva",2,0.0424792314666785,2.33069190463394
"Raillietina loeweni",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina mitchelli",1,"1larv",1,1,NA,"larva",2,0.0131940608265464,1.93054452759338
"Raillietina mitchelli",2,"adult",1,1,NA,"adult",2,NA,NA
"Raillietina tetragona",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2,0.0593077008267968,2.8195582538633
"Raillietina tetragona",2,"adult",3,3.33333333333333,0.888888888888889,"adult",2,NA,NA
"Raphidascaris acus",1,"1larv",49,4.84785133565621,2.50530606849125,"larva",4,0.00258110006433778,1.54770751640476
"Raphidascaris acus",2,"2larv",7,4.4,2.04,"larva",4,NA,NA
"Raphidascaris acus",3,"3larv",18,3.48529411764706,0.720371972318339,"larva",4,NA,NA
"Raphidascaris acus",4,"adult",4,3,1,"adult",4,19.9292892605044,2.52938400546437
"Retinometra exigua",1,"1larv",1,1,NA,"larva",2,0.048457705324806,1.94718065495184
"Retinometra exigua",2,"adult",1,1,NA,"adult",2,NA,NA
"Retinometra venusta",1,"1larv",2,3,0,"larva",2,0.0369742416981392,2.03053806724946
"Retinometra venusta",2,"adult",2,1,0,"adult",2,NA,NA
"Rhabdochona canadensis",1,"1larv",2,3,0,"larva",2,NA,NA
"Rhabdochona canadensis",2,"adult",3,2,0,"adult",2,NA,NA
"Rhabdochona cascadilla",1,"1larv",2,2,0,"larva",2,0.038365364232423,1.89934169979153
"Rhabdochona cascadilla",2,"adult",8,3.25,1.04464285714286,"adult",2,0.0935486785401212,0.532451044616953
"Rhabdochona coronacauda",1,"1larv",2,3,0,"larva",2,0.000655352968457763,0.393465141965179
"Rhabdochona coronacauda",2,"adult",2,4,0,"adult",2,0.0409719292418387,1.58265778168909
"Rhabdochona denudata",1,"1larv",9,2.86111111111111,0.175154320987654,"larva",2,0.0111942583144986,1.37260711846646
"Rhabdochona denudata",2,"adult",7,1.95238095238095,0.0453514739229025,"adult",2,0.19815233114086,1.25408060012875
"Rhabdochona ergensi",1,"1larv",1,1,NA,"larva",2,0.00360265377317834,0.988657798060523
"Rhabdochona ergensi",2,"adult",1,1,NA,"adult",2,0.137602965992894,1.54745884890571
"Rhabdochona gnedini",1,"1larv",1,1,NA,"larva",2,NA,NA
"Rhabdochona gnedini",2,"adult",1,1,NA,"adult",2,NA,NA
"Rhabdochona hellichi",1,"1larv",2,1,0,"larva",2,0.0626984415927574,2.2102462664351
"Rhabdochona hellichi",2,"adult",1,1,NA,"adult",2,0.666805095146042,1.06331744060323
"Rhabdochona kidderi",1,"1larv",2,3,0,"larva",2,0.00174308121392164,0.681693168282063
"Rhabdochona kidderi",2,"adult",8,3.17857142857143,1.07525510204082,"adult",2,0.148788405772056,1.83629059411873
"Rhabdochona oncorhynchi",1,"1larv",1,1,NA,"larva",2,0.0250863687031575,1.61026088476178
"Rhabdochona oncorhynchi",2,"adult",9,1.63888888888889,0.23070987654321,"adult",2,0.873739171630555,1.54375520943974
"Rhabdochona phoxini",1,"1larv",4,2.66666666666667,0.555555555555556,"larva",2,0.0014392145178629,0.60756835451351
"Rhabdochona phoxini",2,"adult",1,1,NA,"adult",2,0.0916645737599802,1.68991858524939
"Rhodobothrium mesodesmatum",1,"1larv",1,1,NA,"larva",2,NA,NA
"Rhodobothrium mesodesmatum",2,"adult",1,1,NA,"adult",2,NA,NA
"Rhodobothrium paucitesticulare",1,"1larv",2,3,0,"larva",2,NA,NA
"Rhodobothrium paucitesticulare",2,"adult",1,1,NA,"adult",2,NA,NA
"Rictularia cristata",1,"1larv",1,NA,NA,"larva",2,NA,NA
"Rictularia cristata",2,"adult",2,3,0,"adult",2,NA,NA
"Rictularia proni",1,"1larv",5,3.4,0.84,"larva",2,0.000180369515657612,0.125169372585594
"Rictularia proni",2,"adult",3,3.33333333333333,0.888888888888889,"adult",2,23.5189544420164,4.51389935561976
"Rodentolepis asymmetrica",1,"1larv",2,2,0,"larva",2,0.00724268006346347,1.32469391386177
"Rodentolepis asymmetrica",2,"adult",5,1.4,0.24,"adult",2,NA,NA
"Rodentolepis microstoma",1,"1larv",6,2.33333333333333,0.555555555555556,"larva",2,0.0402816331475693,1.85127181014345
"Rodentolepis microstoma",2,"adult",5,2.2,0.56,"adult",2,NA,NA
"Rodentolepis straminea",1,"1larv",2,2,0,"larva",2,NA,NA
"Rodentolepis straminea",2,"adult",11,2.23636363636364,0.398677685950413,"adult",2,NA,NA
"Ryjikovilepis dubininae",1,"1larv",1,NA,NA,"larva",2,NA,NA
"Ryjikovilepis dubininae",2,"adult",1,1,NA,"adult",2,NA,NA
"Salvelinema salmonicola",1,"1larv",1,1,NA,"larva",2,0.26323632282647,2.6321180943449
"Salvelinema salmonicola",2,"adult",6,1.53333333333333,0.248888888888889,"adult",2,3.0890095658536,1.10405547064134
"Salvelinema walkeri",1,"1larv",1,1,NA,"larva",2,0.108856631814843,2.25948368898207
"Salvelinema walkeri",2,"adult",2,1,0,"adult",2,5.64776497261224,1.72096216042055
"Schistocephalus solidus",1,"1larv",14,2.3956043956044,1.03031034899167,"larva",3,0.00139609872105389,0.417431820989289
"Schistocephalus solidus",2,"2larv",1,1,NA,"larva",3,185.623674315346,4.91439866792234
"Schistocephalus solidus",3,"adult",14,3.58241758241758,0.858591957493056,"adult",3,NA,NA
"Schistotaenia colymba",1,"1larv",1,1,NA,"larva",2,0.472966878717698,2.23411325165806
"Schistotaenia colymba",2,"adult",2,1,0,"adult",2,NA,NA
"Schistotaenia srivastavai",1,"1larv",6,2,0,"larva",2,NA,NA
"Schistotaenia srivastavai",2,"adult",3,1,0,"adult",2,NA,NA
"Schistotaenia tenuicirrus",1,"1larv",1,1,NA,"larva",2,155.507310062264,5.00811789022218
"Schistotaenia tenuicirrus",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Schizorchis altaica",1,"1larv",2,3,0,"larva",2,0.00243688106151204,0.24357816803695
